id,name,kind,domain,file,entry_point,predicts,inputs_tables,inputs_features,upstream_models,technique,evaluation_harness,tests,measured_results,known_failures,improvement_options,status,point_in_time_safe,reads_closing_market,last_verified,entry_note,source_file
"nfl_model_watch_runs","nfl_model_watch_runs","data_table","infra","server/db/schema/nfl-a-to-m.js","server/db/schema/nfl-a-to-m.js:529","n/a (raw storage table)","derived","unknown (not found)","n/a","none","n/a","unknown (not found)","unmeasured","not read by the live NFL pick path; consumed only outside it by: server/services/nfl-model-watch.js","unknown (not found)","live","no (no clock column of any kind)","n/a","2026-09-16","","rows-data-and-infra.csv"
"nfl_neural_replay_audits","nfl_neural_replay_audits","data_table","infra","server/db/schema/nfl-n-to-z.js","server/db/schema/nfl-n-to-z.js:50","n/a (raw storage table)","derived","unknown (not found)","n/a","none","n/a","unknown (not found)","unmeasured","in the live pick path via: server/services/nfl-replay.js","unknown (not found)","live","partial (only a generic timestamp column, not confirmed as a receipt clock: created_at)","n/a","2026-09-16","","rows-data-and-infra.csv"
"nfl_nfelo_games","nfl_nfelo_games","data_table","infra","server/db/schema/mlb-model-misc.js","server/db/schema/mlb-model-misc.js:224","n/a (raw storage table)","nfelo","unknown (not found)","n/a","none","n/a","unknown (not found)","unmeasured","in the live pick path via: server/services/nfelo.js;server/services/nfl-ensemble.js","unknown (not found)","live","partial (only a generic timestamp column, not confirmed as a receipt clock: fetched_at)","n/a","2026-09-16","","rows-data-and-infra.csv"
"nfl_nfelo_qb","nfl_nfelo_qb","data_table","infra","server/db/schema/mlb-model-misc.js","server/db/schema/mlb-model-misc.js:216","n/a (raw storage table)","nfelo","unknown (not found)","n/a","none","n/a","unknown (not found)","unmeasured","in the live pick path via: server/services/nfelo.js;server/services/nfl-ensemble.js","unknown (not found)","live","partial (only a generic timestamp column, not confirmed as a receipt clock: fetched_at)","n/a","2026-09-16","","rows-data-and-infra.csv"
"nfl_ngs","nfl_ngs","data_table","infra","server/db/schema/nfl-a-to-m.js","server/db/schema/nfl-a-to-m.js:43","n/a (raw storage table)","nflverse","unknown (not found)","n/a","none","n/a","unknown (not found)","unmeasured","in the live pick path via: server/services/nfl-advanced.js;server/services/nfl-engine-registry.js;server/services/nfl-player-value.js","unknown (not found)","live","no (no clock column of any kind)","n/a","2026-09-16","","rows-data-and-infra.csv"
"nfl_orthogonal_specialist_artifacts","nfl_orthogonal_specialist_artifacts","data_table","infra","server/db/schema/nfl-n-to-z.js","server/db/schema/nfl-n-to-z.js:122","n/a (raw storage table)","derived","unknown (not found)","n/a","none","n/a","unknown (not found)","unmeasured","not read by the live NFL pick path; consumed only outside it by: server/services/nfl-orthogonal-specialists.js","unknown (not found)","live","partial (only a generic timestamp column, not confirmed as a receipt clock: created_at)","n/a","2026-09-16","","rows-data-and-infra.csv"
"nfl_page_explain_audits","nfl_page_explain_audits","data_table","infra","server/db/schema/nfl-n-to-z.js","server/db/schema/nfl-n-to-z.js:137","n/a (raw storage table)","derived","unknown (not found)","n/a","none","n/a","unknown (not found)","unmeasured","not read by the live NFL pick path; consumed only outside it by: server/services/nfl-page-explain-audit.js","unknown (not found)","live","partial (only a generic timestamp column, not confirmed as a receipt clock: created_at)","n/a","2026-09-16","","rows-data-and-infra.csv"
"nfl_pfr_adv","nfl_pfr_adv","data_table","infra","server/db/schema/nfl-a-to-m.js","server/db/schema/nfl-a-to-m.js:48","n/a (raw storage table)","nflverse (PFR-sourced advstats mirror)","unknown (not found)","n/a","none","n/a","unknown (not found)","unmeasured","in the live pick path via: server/services/nfl-advanced.js;server/services/nfl-availability.js;server/services/nfl-engine-registry.js;server/services/nfl-player-value.js","unknown (not found)","live","no (no clock column of any kind)","n/a","2026-09-16","","rows-data-and-infra.csv"
"nfl_pick_decisions","nfl_pick_decisions","data_table","infra","server/db/schema/nfl-a-to-m.js","server/db/schema/nfl-a-to-m.js:100","n/a (raw storage table)","internal-ledger","unknown (not found)","n/a","none","n/a","unknown (not found)","unmeasured","in the live pick path via: server/services/nfl-auto-picks.js;server/services/nfl-decision-tape.js;server/services/scheduler.js","unknown (not found)","live","no (no clock column of any kind)","n/a","2026-09-16","","rows-data-and-infra.csv"
"nfl_pick_explanation_audits","nfl_pick_explanation_audits","data_table","infra","server/db/schema/nfl-n-to-z.js","server/db/schema/nfl-n-to-z.js:169","n/a (raw storage table)","derived","unknown (not found)","n/a","none","n/a","unknown (not found)","unmeasured","not read by the live NFL pick path; consumed only outside it by: server/services/nfl-pick-explanation-audit.js","unknown (not found)","live","partial (only a generic timestamp column, not confirmed as a receipt clock: created_at)","n/a","2026-09-16","","rows-data-and-infra.csv"
"nfl_pick_watch_log","nfl_pick_watch_log","data_table","infra","server/db/schema/nfl-n-to-z.js","server/db/schema/nfl-n-to-z.js:187","n/a (raw storage table)","internal-ledger","unknown (not found)","n/a","none","n/a","unknown (not found)","unmeasured","not read by the live NFL pick path; consumed only outside it by: server/services/nfl-pick-watch.js","unknown (not found)","live","no (no clock column of any kind)","n/a","2026-09-16","","rows-data-and-infra.csv"
"nfl_play_by_play","nfl_play_by_play","data_table","infra","server/db/schema/nfl-a-to-m.js","server/db/schema/nfl-a-to-m.js:306","n/a (raw storage table)","nflverse+ESPN (live PBP polling)","unknown (not found)","n/a","none","n/a","unknown (not found)","unmeasured","in the live pick path via: server/services/scheduler.js","unknown (not found)","live","partial (only a generic timestamp column, not confirmed as a receipt clock: fetched_at)","n/a","2026-09-16","","rows-data-and-infra.csv"
"nfl_play_charting","nfl_play_charting","data_table","infra","server/db/schema/nfl-a-to-m.js","server/db/schema/nfl-a-to-m.js:480","n/a (raw storage table)","nflverse","unknown (not found)","n/a","none","n/a","unknown (not found)","unmeasured","not read by the live NFL pick path; consumed only outside it by: server/services/nfl-blind-audit.js;server/services/nfl-feature-coverage.js;server/services/nfl-formations.js;server/services/nfl-weekly-feature-store.js","unknown (not found)","live","no (no clock column of any kind)","n/a","2026-09-16","","rows-data-and-infra.csv"
"nfl_play_formations","nfl_play_formations","data_table","infra","server/db/schema/nfl-a-to-m.js","server/db/schema/nfl-a-to-m.js:468","n/a (raw storage table)","nflverse","unknown (not found)","n/a","none","n/a","unknown (not found)","unmeasured","in the live pick path via: server/services/nfl-advanced.js","unknown (not found)","live","no (no clock column of any kind)","n/a","2026-09-16","","rows-data-and-infra.csv"
"nfl_policy_audits","nfl_policy_audits","data_table","infra","server/db/schema/nfl-n-to-z.js","server/db/schema/nfl-n-to-z.js:446","n/a (raw storage table)","derived","unknown (not found)","n/a","none","n/a","unknown (not found)","unmeasured","in the live pick path via: server/services/nfl-replay.js","unknown (not found)","live","partial (only a generic timestamp column, not confirmed as a receipt clock: created_at)","n/a","2026-09-16","","rows-data-and-infra.csv"
"nfl_postgame_truth_packets","nfl_postgame_truth_packets","data_table","infra","server/db/schema/nfl-n-to-z.js","server/db/schema/nfl-n-to-z.js:248","n/a (raw storage table)","derived","unknown (not found)","n/a","none","n/a","unknown (not found)","unmeasured","not read by the live NFL pick path; consumed only outside it by: server/services/nfl-postgame-truth.js","unknown (not found)","live","partial (only a generic timestamp column, not confirmed as a receipt clock: created_at)","n/a","2026-09-16","","rows-data-and-infra.csv"
"nfl_qbr_weekly","nfl_qbr_weekly","data_table","infra","server/db/schema/nfl-n-to-z.js","server/db/schema/nfl-n-to-z.js:353","n/a (raw storage table)","nflverse (ESPN-sourced QBR mirror)","unknown (not found)","n/a","none","n/a","unknown (not found)","unmeasured","in the live pick path via: server/services/nfl-qbr.js;server/services/projections.js","unknown (not found)","live","partial (only a generic timestamp column, not confirmed as a receipt clock: fetched_at)","n/a","2026-09-16","","rows-data-and-infra.csv"
"nfl_replay_bets","nfl_replay_bets","data_table","infra","server/db/schema/nfl-n-to-z.js","server/db/schema/nfl-n-to-z.js:438","n/a (raw storage table)","derived","unknown (not found)","n/a","none","n/a","unknown (not found)","unmeasured","in the live pick path via: server/services/nfl-replay.js","unknown (not found)","live","no (no clock column of any kind)","n/a","2026-09-16","","rows-data-and-infra.csv"
"nfl_replay_runs","nfl_replay_runs","data_table","infra","server/db/schema/nfl-n-to-z.js","server/db/schema/nfl-n-to-z.js:430","n/a (raw storage table)","derived","unknown (not found)","n/a","none","n/a","unknown (not found)","unmeasured","in the live pick path via: server/services/nfl-replay.js","unknown (not found)","live","partial (only a generic timestamp column, not confirmed as a receipt clock: created_at)","n/a","2026-09-16","","rows-data-and-infra.csv"
"nfl_residual_audits","nfl_residual_audits","data_table","infra","server/db/schema/nfl-n-to-z.js","server/db/schema/nfl-n-to-z.js:464","n/a (raw storage table)","derived","unknown (not found)","n/a","none","n/a","unknown (not found)","unmeasured","not read by the live NFL pick path; consumed only outside it by: server/services/nfl-research.js;scripts/backfill-historical-trial-registry.mjs","unknown (not found)","live","partial (only a generic timestamp column, not confirmed as a receipt clock: created_at)","n/a","2026-09-16","","rows-data-and-infra.csv"
"nfl_risk_lab_artifacts","nfl_risk_lab_artifacts","data_table","infra","server/db/schema/nfl-n-to-z.js","server/db/schema/nfl-n-to-z.js:482","n/a (raw storage table)","derived","unknown (not found)","n/a","none","n/a","unknown (not found)","unmeasured","in the live pick path via: server/services/nfl-engine-registry.js","unknown (not found)","live","partial (only a generic timestamp column, not confirmed as a receipt clock: created_at)","n/a","2026-09-16","","rows-data-and-infra.csv"
"nfl_risk_lab_predictions","nfl_risk_lab_predictions","data_table","infra","server/db/schema/nfl-n-to-z.js","server/db/schema/nfl-n-to-z.js:470","n/a (raw storage table)","derived","unknown (not found)","n/a","none","n/a","unknown (not found)","unmeasured","not read by the live NFL pick path; consumed only outside it by: server/services/nfl-risk-lab.js","unknown (not found)","live","yes (has capture/receipt clock column: captured_at)","n/a","2026-09-16","","rows-data-and-infra.csv"
"nfl_rule_state","nfl_rule_state","data_table","infra","server/db/schema/core-and-fantasy.js","server/db/schema/core-and-fantasy.js:408","n/a (raw storage table)","derived","unknown (not found)","n/a","none","n/a","unknown (not found)","unmeasured","not read by the live NFL pick path; consumed only outside it by: server/services/beat-the-close.js","unknown (not found)","live","no (no clock column of any kind)","n/a","2026-09-16","","rows-data-and-infra.csv"
"nfl_scottfree_game_features","nfl_scottfree_game_features","data_table","infra","server/migrations/022_scottfree_game_features.js","server/migrations/022_scottfree_game_features.js:39","n/a (raw storage table)","derived","unknown (not found)","n/a","none","n/a","unknown (not found)","unmeasured","not read by the live NFL pick path; consumed only outside it by: server/migrations/022_scottfree_game_features.js;scripts/import-scottfree.mjs","unknown (not found)","live","no (no clock column of any kind)","n/a","2026-09-16","","rows-data-and-infra.csv"
"nfl_signal_reliability_artifacts","nfl_signal_reliability_artifacts","data_table","infra","server/db/schema/nfl-n-to-z.js","server/db/schema/nfl-n-to-z.js:527","n/a (raw storage table)","derived","unknown (not found)","n/a","none","n/a","unknown (not found)","unmeasured","in the live pick path via: server/services/nfl-engine-registry.js;server/services/nfl-signal-reliability.js","unknown (not found)","live","partial (only a generic timestamp column, not confirmed as a receipt clock: created_at)","n/a","2026-09-16","","rows-data-and-infra.csv"
